# Star name mapping for asterisms.dat
# Format: HIP|Designation|CommonName
# Designation: Bayer (Alpha And) or Flamsteed (51 And)
# CommonName: proper name if any
# Generated from Celestia starnames.dat
# Total stars: 3293
11791|75 Cet|
11843|29 Ari|
11867|Lambda1 For|
11918|Omega For|
12002|77 Cet|
12048|79 Cet|
12086|15 Tri|
12093|Nu Cet|
12107|80 Cet|
12114||268 g cet
12122|Iota1 For|
12153|31 Ari|
12184|30 Ari B|
12186|Lambda2 For|
12189|30 Ari A|
12225|Eta Hor|
12247|81 Cet|
12288|Iota2 For|
12332|Nu Ari|
12387|Delta Cet|
12390|Epsilon Cet|
12394|Epsilon Hyi|
12413||s Eri
12484|Zeta Hor|
12486|Iota Eri|
12489|33 Ari|
12530|84 Cet|
12623|12 Per|
12640|Mu Ari|
12653|Iota Hor|
12692|11 Per|
12706|Gamma Cet|Kaffaljidhmah
12719|35 Ari|
12768|14 Per|
12770|Pi Cet|
12777|Theta Per|
12784|36 Ari|
12803|Omicron Ari|
12828|Mu Cet|
12832|38 Ari|
12843|Tau1 Eri|
12871|Gamma Hor|
12876|Zeta Hyi|
13040|Eta1 For|
13061|39 Ari|
13108|40 Ari|
13141|Nu Hor|
13147|Beta For|
13165|Pi Ari|
13197|Gamma1 For|
13202|Gamma2 For|
13209|41 Ari|
13225|Eta2 For|
13244|Nu Hyi|
13254|16 Per|
13265|Eta3 For|
13268|Eta Per|
13288|Tau2 Eri|Angetenar
13327|Sigma Ari|
13328|17 Per|
13473|Psi For|
13490|20 Per|
13531|Tau Per|
13654|45 Ari|
13701|Eta Eri|Azha
13702|Rho Ari|
13775|21 Per|
13782|4 Eri|
13834|47 Ari|
13835|6 Eri|
13847|Theta1 Eri|Acamar
13879|Pi Per|
13884|Beta Hor|
13905|24 Per|
13914|Epsilon Ari|
13942|Zeta For|
13951|5 Eri|
13954|Lambda Cet|
14040|7 Eri|
14060|Rho1 Eri|
14086|Epsilon For|
14109|49 Ari|
14131|Theta Hyi|
14135|Alpha Cet|Menkar
14143|93 Cet|
14146|Tau3 Eri|
14168|Rho2 Eri|
14240|Mu Hor|
14293|Rho3 Eri|
14328|Gamma Per|
14354|Rho Per|
14376|52 Ari|
14382||k Per
14514|53 Ari|
14576|Beta Per|Algol
14586|54 Ari|
14632|Iota Per|
14668|Kappa Per|
14677|55 Ari|
14817|Omega Per|
14838|Delta Ari|Botein
14879|Alpha For|
14893|56 Ari|
14954|94 Cet|
15110|Zeta Ari|
15197|Zeta Eri|
15201|Iota Hyi|
15244|14 Eri|
15330|Zeta1 Ret|
15338|30 Per|
15371|Zeta2 Ret|
15382|15 Eri|
15383|95 Cet|
15404|29 Per|
15444|31 Per|
15457|Kappa1 Cet|
15474|Tau4 Eri|
15510|82 Eri|e Eri
15514|59 Ari|
15557|60 Ari|
15619|Kappa2 Cet|
15627|Tau1 Ari|
15648|32 Per|l Per
15696|62 Ari|
15737|Tau2 Ari|
15861|64 Ari|
15863|Alpha Per|Mirphak
15870|65 Ari|
15900|Omicron Tau|
15987|Chi1 For|
16083|Xi Tau|
16112|Chi2 For|
16156|Chi3 For|
16181|66 Ari|
16244|34 Per|
16245|Kappa Ret|
16322|4 Tau|s Tau
16335|Sigma Per|
16341|17 Eri|v Eri
16369|5 Tau|f Tau
16499|36 Per|
16511|6 Tau|t Tau
16537|Epsilon Eri|
16611|Tau5 Eri|
16664|7 Tau|
16803|20 Eri|
16826|Psi Per|
16852|10 Tau|
16859|9 Tau|
16870||y Eri
17007|Tau For|
17027|21 Eri|
17103|12 Tau|
17167|22 Eri|
17181|11 Tau|
17304|Delta For|
17309|13 Tau|
17313|40 Per|o Per
17351||h Eri
17358|Delta Per|
17378|Delta Eri|Rana
17408|14 Tau|
17440|Beta Ret|
17448|Omicron Per|Atik
17457|24 Eri|
17489|16 Tau|Celaeno
17499|17 Tau|Electra
17506|25 Eri|
17527|18 Tau|
17529|Nu Per|
17531|19 Tau|Taygeta
17563|29 Tau|u Tau
17573|20 Tau|Maia
17579|21 Tau|Asterope
17588|22 Tau|
17593|Pi Eri|
17608|23 Tau|Merope
17618|Sigma For|
17651|Tau6 Eri|
17678|Gamma Hyi|
17702|Eta Tau|Alcyone
17717|Tau7 Eri|
17738|Rho For|
17771|30 Tau|e Tau
17847|27 Tau|Atlas
17851|28 Tau|Pleione
17874||g Eri
17886|42 Per|n Per
17959|Gamma Cam|
18089|31 Tau|
18141|30 Eri|
18213||i Eri
18216|Tau8 Eri|
18246|Zeta Per|
18255|32 Eri|
18453|43 Per|
18471|32 Tau|
18485|33 Tau|
18532|Epsilon Per|
18543|Gamma Eri|Zaurak
18597|Delta Ret|
18614|Xi Per|Menkib
18673|Tau9 Eri|
18724|Lambda Tau|
18744|Gamma Ret|
18772|Iota Ret|
18788|35 Eri|
18907|Nu Tau|
18957|40 Tau|
19009|36 Tau|
19038|37 Tau|
19076|39 Tau|
19167|Lambda Per|
19171|41 Tau|
19205|Psi Tau|
19302|49 Per|
19335|50 Per|
19343|48 Per|c Per
19388|Omega1 Tau|
19483|37 Eri|
19513|44 Tau|p Tau
19515|Delta Hor|
19554|45 Tau|
19587|Omicron1 Eri|Beid
19719|46 Tau|
19740|47 Tau|
19747|Alpha Hor|
19777|39 Eri|
19780|Alpha Ret|
19811|52 Per|f Per
19812|Mu Per|
19849|Omicron2 Eri|Keid
19860|Mu Tau|
19877|48 Tau|
19893|Gamma Dor|
19921|Epsilon Ret|
19990|Omega Tau|
20020|Theta Ret|
20042|Upsilon4 Eri|
20049|Delta Men|
20070||b Per
20087|51 Tau|
20171|53 Tau|
20186|56 Tau|
20205|Gamma Tau|Primus Hyadum
20219|57 Tau|h Tau
20250|Phi Tau|
20252|54 Per|
20261|58 Tau|
20297|Nu Men|
20354|53 Per|d Per
20384|Eta Ret|
20400|60 Tau|
20430|Chi Tau|
20455|Delta1 Tau|
20484|63 Tau|
20507|Xi Eri|
20522|66 Tau|r Tau
20533|62 Tau|
20535|Upsilon3 Eri|d Eri
20542|Delta2 Tau|
20579|55 Per|
20591|56 Per|
20635|Kappa1 Tau|
20641|Kappa2 Tau|
20648|Delta3 Tau|
20661|70 Tau|
20711|Upsilon Tau|
20713|71 Tau|
20732|Pi Tau|
20789|72 Tau|
20873|76 Tau|
20877|75 Tau|
20885|Theta1 Tau|
20889|Epsilon Tau|Ain
20894|Theta2 Tau|
20901|79 Tau|b Tau
20995|80 Tau|
21036|83 Tau|
21039|81 Tau|
21060|Delta Cae|
21137|85 Tau|
21139|45 Eri|
21148|1 Cam|
21242|57 Per|m Per
21248|Upsilon1 Eri|
21273|Rho Tau|
21278|46 Eri|
21281|Alpha Dor|
21296|47 Eri|
21393|Upsilon2 Eri|
21402|88 Tau|d Tau
21421|Alpha Tau|Aldebaran
21444|Nu Eri|
21476|58 Per|
21547|51 Eri|c Eri
21588|89 Tau|
21589|90 Tau|c Tau
21594|53 Eri|l Eri
21673|Sigma1 Tau|
21683|Sigma2 Tau|
21727|3 Cam|
21730|2 Cam|
21735|93 Tau|
21763|54 Eri|
21770|Alpha Cae|
21861|Beta Cae|
21881|Tau Tau|
21914|Lambda Pic|
21928|59 Per|
21949|Mu Men|
21961|95 Tau|
21986|55 Eri|
22024|56 Eri|
22040|Kappa Dor|
22109|Mu Eri|
22263|58 Eri|
22280|Zeta Cae|
22287|4 Cam|
22325|59 Eri|
22441|96 Tau|
22449|Pi3 Ori|
22453|1 Aur|
22479|60 Eri|
22509|Pi2 Ori|
22531|Iota Pic A|
22534|Iota Pic B|
22549|Pi4 Ori|
22565|97 Tau|i Tau
22667|Omicron1 Ori|
22678|2 Aur|
22701|Omega Eri|
22730|5 Ori|
22783|Alpha Cam|
22797|Pi5 Ori|
22833|6 Ori|g Ori
22845|Pi1 Ori|
22854|5 Cam|
22871|Eta Men|
22957|Omicron2 Ori|
22958|62 Eri|b Eri
23015|Iota Aur|Kabdhilinan
23040|7 Cam|
23068|99 Tau|
23088|98 Tau|k Tau
23123|Pi6 Ori|
23148|Xi Men|
23179|4 Aur|
23216|8 Cam|
23221|63 Eri|
23231|64 Eri|
23261|5 Aur|
23268|6 Aur|
23364|Psi Eri|
23416|Epsilon Aur|Maaz
23453|Zeta Aur|Sadatoni
23467|Beta Men|
23474|1 Lep|
23482|Eta1 Pic|
23497|Iota Tau|
23522|Beta Cam|
23595|Gamma1 Cae|
23596|Gamma2 Cae|
23607|11 Ori|
23649|Eta2 Pic|
23685|Epsilon Lep|
23693|Zeta Dor|
23734|11 Cam|
23743|12 Cam|
23767|Eta Aur|
23783|9 Aur|
23794|66 Eri|
23835|104 Tau|m Tau
23852|13 Ori|
23871|106 Tau|l Tau
23875|Beta Eri|Cursa
23879|14 Ori|i Ori
23883|105 Tau|
23900|103 Tau|
23941|68 Eri|
23972|Lambda Eri|
23983|16 Ori|h Ori
24010|15 Ori|
24186||Kapteyn's star
24244|Iota Lep|
24305|Mu Lep|
24327|Kappa Lep|
24331|Rho Ori|
24340|Mu Aur|
24348|14 Cam|
24372|Theta Dor|
24436|Beta Ori|Rigel
24504|14 Aur|
24512|108 Tau|
24555|18 Ori|
24608|Alpha Aur|Capella
24659|Omicron Col|
24674|Tau Ori|
24727|16 Aur|
24740|17 Aur|
24813|Lambda Aur|
24817|21 Ori|
24822|109 Tau|n Tau
24829|Zeta Pic|
24832|18 Aur|
24836|15 Cam|
24845|Lambda Lep|
24873|Nu Lep|
24879|19 Aur|
25044|22 Ori|o Ori
25048|Rho Aur|
25098|Kappa Pic|
25142|23 Ori|
25192|22 Aur|
25197|16 Cam|
25202|8 Lep|
25216|110 Tau|
25247|29 Ori|e Ori
25278|111 Tau|
25281|Eta Ori|
25282|27 Ori|p Ori
25292|Sigma Aur|
25302|Psi1 Ori|
25303|Theta Pic|
25336|Gamma Ori|Bellatrix
25410|113 Tau|
25428|Beta Tau|Alnath
25429|Lambda Dor|
25473|Psi Ori|
25499|115 Tau|
25539|114 Tau|o Tau
25541|Phi Aur|
25555|116 Tau|
25583|117 Tau|
25606|Beta Lep|Nihal
25695|118 Tau|
25737|31 Ori|
25769|17 Cam|
25776|31 Men|
25813|32 Ori|
25853|10 Lep|
25859|Epsilon Col|
25861|33 Ori|n1 Ori
25918|Gamma Men|
25923|Upsilon Ori|Thabit
25930|Delta Ori|Mintaka
25945|119 Tau|
25973|18 Cam|
25984|Chi Aur|
25985|Alpha Lep|Arneb
26064|120 Tau|
26069|Beta Dor|
26093|35 Ori|
26126|38 Ori|n2 Ori
26176|Phi1 Ori|
26207|Lambda Ori|Heka
26220|Theta1 Ori A|
26221|Theta1 Ori C|
26224|Theta1 Ori D|
26235|Theta2 Ori|
26237|42 Ori|c Ori
26241|Iota Ori|Na'ir al Saif
26248|121 Tau|
26264|Iota Men|
26268|45 Ori|
26311|Epsilon Ori|Alnilam
26366|Phi2 Ori|
26382|122 Tau|
26394|Pi Men|
26408|19 Cam|
26412|Nu1 Col|
26451|Zeta Tau|
26460|Nu2 Col|
26536|26 Aur|
26549|Sigma Ori|
26563|49 Ori|d Ori
26594|Omega Ori|
26634|Alpha Col|Phact
26640|125 Tau|
26727|Zeta Ori|Alnitak
26777|126 Tau|
26865|12 Lep|
26885|51 Ori|b Ori
26942|24 Cam|
27046|23 Cam|
27072|Gamma Lep|
27100|Delta Dor|
27196|Omicron Aur|
27204|Mu Col|
27249|26 Cam|
27265|129 Tau|
27288|Zeta Lep|
27316|131 Tau|
27321|Beta Pic|
27338|130 Tau|
27364|133 Tau|
27366|Kappa Ori|Saiph
27369|Lambda Men|
27386|52 Ori|
27468|132 Tau|
27483|Tau Aur|
27511|134 Tau|
27530|Gamma Pic|
27534|Epsilon Dor|
27566|Kappa Men|
27581|135 Tau|
27592|29 Cam|
27628|Beta Col|Wazn
27639|Upsilon Aur|
27654|Delta Lep|
27658|55 Ori|
27673|Nu Aur|
27731|30 Cam|
27743|137 Tau|
27750|56 Ori|
27810|Lambda Col|Tsze
27830|136 Tau|
27913|Chi1 Ori|
27949|Xi Aur|
27965|57 Ori|
27971|31 Cam|
27989|Alpha Ori|Betelgeuse
28010|Xi Col|
28098|Sigma Col|
28103|Eta Lep|
28199|Gamma Col|
28237|139 Tau|
28271|59 Ori|
28296|60 Ori|
28321|1 Mon|
28325|2 Mon|
28328|Eta Col|
28358|Delta Aur|Prijipati
28360|Beta Aur|Menkalinan
28380|Theta Aur|
28404|Pi Aur|
28499|36 Aur|
28574|3 Mon|
28614|Mu Ori|
28677|38 Aur|
28691|64 Ori|
28716|Chi2 Ori|
28734|1 Gem|
28756|72 Col|
28812|63 Ori|
28814|66 Ori|
28816|17 Lep|
28823|39 Aur|
28909|Eta1 Dor|
28910|Theta Lep|
28946|40 Aur|
28957|Pi1 Col|
29034|Theta Col|
29038|Nu Ori|
29048|19 Lep|
29064|Pi2 Col|
29134|Nu Dor|
29225|3 Gem|
29246|37 Cam|
29271|Alpha Men|
29276|Delta Pic|
29353|Eta2 Dor|
29379|5 Gem|
29388|41 Aur|
29426|Xi Ori|
29433|68 Ori|
29434|69 Ori|f1 Ori
29450|6 Gem|
29490|36 Cam|
29650|71 Ori|
29651|Gamma Mon|
29655|Eta Gem|Tejat
29696|Kappa Aur|
29704|72 Ori|f2 Ori
29730|40 Cam|
29736|73 Ori|
29789|8 Gem|
29800|74 Ori|k Ori
29807|Kappa Col|
29840|9 Gem|
29850|75 Ori|l Ori
29884|42 Aur|
29885|6 Mon|
29919|1 Lyn|
29949|43 Aur|
30049|12 Gem|
30060|2 Lyn|
30073|7 Mon|
30089||Red Rectangle
30122|Zeta CMa|Furud
30247|45 Aur|
30272|4 Lyn|
30277|Delta Col|
30321|Pi1 Dor|
30324|Beta CMa|Mirzam
30342|Nu Pic|
30343|Mu Gem|Tejat posterior
30419|Epsilon Mon A|
30422|Epsilon Mon B|
30438|Alpha Car|Canopus
30520|Psi1 Aur|
30565|Pi2 Dor|
30591||G Pup
30679|5 Lyn|
30769|16 Gem|
30772|10 Mon|
30788|Lambda CMa|
30827|48 Aur|
30867|Beta Mon|
30883|Nu Gem|
30972|47 Aur|
31039|6 Lyn|
31105|19 Gem|
31125|Xi1 CMa|
31137|Mu Pic|
31159|12 Mon|
31216|13 Mon|
31359|7 Lyn|
31385|14 Mon|
31416|Xi2 CMa|
31434|49 Aur|
31564|Nu1 CMa|
31592|Nu2 CMa|
31665|11 Lyn|
31676|8 Lyn|
31681|Gamma Gem|Alhena
31685|Nu Pup|
31700|Nu3 CMa|
31737|53 Aur|
31771|51 Aur|
31789|Psi3 Aur|
31832|Psi2 Aur|
31852|54 Aur|
31897|Zeta Men|
31978|15 Mon|
32019|25 Gem|
32104|26 Gem|
32173|Psi4 Aur|
32246|Epsilon Gem|Mebsuta
32249|30 Gem|
32292|10 CMa|
32311|28 Gem|
32349|Alpha CMa|Sirius
32362|Xi Gem|
32404|32 Gem|
32438|12 Lyn|
32463|16 Mon|
32480|Psi5 Aur|
32489|13 Lyn|
32492|11 CMa|
32504|12 CMa|
32533|17 Mon|
32537||x Pup
32562|Psi6 Aur|
32578|18 Mon|
32607|Alpha Pic|
32753|33 Gem|
32759|Kappa CMa|
32768|Tau Pup|
32814|35 Gem|
32844|Psi7 Aur|
32864|42 Cam|
32912|Iota Vol|
32921|36 Gem|d Gem
33018|Theta Gem|
33041|59 Aur|
33048|14 Lyn|
33064|60 Aur|
33092|15 CMa|
33104|43 Cam|
33133|Psi8 Aur|
33152|Omicron1 CMa|
33160|Theta CMa|
33202|38 Gem|e Gem
33248|17 CMa|
33277|37 Gem|
33302|Pi CMa|
33345|Mu CMa|
33347|Iota CMa|
33377|Psi9 Aur|
33384|Theta Men|
33449|15 Lyn|
33485|Psi10 Aur|
33558||t Pup
33579|Epsilon CMa|Adara
33595|39 Gem|
33614|62 Aur|
33650|40 Gem|
33715|41 Gem|
33856|Sigma CMa|
33927|Omega Gem|
33971|19 Mon|
33977|Omicron2 CMa|
34045|Gamma CMa|Muliphein
34059||H Pup
34081||C Pup
34088|Zeta Gem|Mekbuda
34182|44 Gem|
34440|45 Gem|
34444|Delta CMa|Wezen
34473|Gamma1 Vol|
34481|Gamma2 Vol|
34495||A Pup
34622|20 Mon|
34693|Tau Gem|
34722|47 Gem|
34724|21 Mon|
34752|63 Aur|
34769|Delta Mon|
34798|26 CMa|
34802||E Pup
34819|48 Gem|
34834||I Pup
34861|49 Gem|
34899||L1 Pup
34909|51 Gem|Bq Gem
34922||L2 Pup
34981|27 CMa|
35025|52 Gem|
35037|Omega CMa|
35080|24 Mon|
35146|18 Lyn|
35152|53 Gem|
35210|145 CMa|
35228|Delta Vol|
35264|Pi Pup|
35341|64 Aur|
35350|Lambda Gem|
35393||F Pup
35406||v2 Pup
35412|29 CMa|
35415|Tau CMa|
35488||Bernes 135
35550|Delta Gem|Wasat
35699|56 Gem|
35710|65 Aur|
35735|47 Cam|
35783|19 Lyn B|
35785|19 Lyn A|
35842|58 Gem|
35846|57 Gem|
35904|Eta CMa|Aludra
35907|66 Aur|
35941|59 Gem|
35987|1 CMi|
36039|Epsilon Men|
36041|Epsilon CMi|
36046|Iota Gem|
36145|21 Lyn|
36156|61 Gem|
36188|Beta CMi|Gomeisa
36238|63 Gem|
36265|Eta CMi|
36284|Gamma CMi|
36363||y Pup
36366|Rho Gem|
36377|Sigma Pup|
36393|64 Gem|
36425|6 CMi|
36429|65 Gem|b Gem
36439|22 Lyn|
36641|Delta1 CMi|
36723|Delta2 CMi|
36760|68 Gem|
36778||z Pup
36812|Delta3 CMi|
36850|Alpha Gem|Castor
36962|Upsilon Gem|
37088|25 Mon|
37096||f Pup
37173||m Pup
37204|70 Gem|
37265|Omicron Gem|
37279|Alpha CMi|Procyon
37297||n1 Pup
37300|74 Gem|f Gem
37322||d2 Pup
37329||d3 Pup
37406|23 Lyn|
37447|Alpha Mon|
37504|Zeta Vol|
37609|24 Lyn|
37629|Sigma Gem|
37648|1 Pup|
37677|3 Pup|l Pup
37704|76 Gem|c Gem
37740|Kappa Gem|
37811|79 Gem|
37819||c Pup
37826|Beta Gem|Pollux
37842|2 Pup B|
37843|2 Pup A|
37891|4 Pup|
37908|81 Gem|g Gem
37921|11 CMi|
37934|49 Cam|
37949|51 Cam|
38016|Pi Gem|
38048|5 Pup|
38070|Omicron Pup|
38089||Q Pup
38106|82 Gem|
38164||P Pup
38170|Xi Pup|Asmidiske
38211|6 Pup|
38372|8 Pup|
38373|Zeta CMi|
38382|9 Pup|
38414||a Pup
38427|10 Pup|
38455||b Pup
38518||J Pup
38538|Phi Gem|
38623|25 Lyn|
38639|26 Lyn|
38722|85 Gem|
38827|Chi Car|
38835|11 Pup|j Pup
38848|1 Cnc|
38872||N Pup
38917||O Pup
38962|14 CMi|
39023|12 Pup|
39079|27 Mon|
39177|3 Cnc|
39191|Omega1 Cnc|
39211|28 Mon|
39236|5 Cnc|
39261|53 Cam|
39263|Omega2 Cnc|
39348|54 Cam|
39424|Chi Gem|
39429|Zeta Pup|Naos
39524|14 Pup|
39567|8 Cnc|
39659|Mu1 Cnc|
39722|28 Lyn|
39757|Rho Pup|
39780|Mu Cnc|
39794|Epsilon Vol|
39847|27 Lyn|
39863|Zeta Mon|
39874|12 Cnc|
39906|16 Pup|
39953|Gamma Vel|Regor
40023|Psi Cnc|
40035|18 Pup|
40084|19 Pup|
40091||h1 Pup
40167|Zeta1 Cnc|Tegmine
40240|15 Cnc|
40259|20 Pup|
40274||r Pup
40326||h2 Pup
40526|Beta Cnc|Al Tarf
40604|21 Pup|
40646|29 Lyn|
40702|Alpha Cha|
40706||q Pup
40817|Kappa1 Vol|
40834|Kappa2 Vol|
40843|Chi Cnc|
40875|30 Lyn|
40881|Lambda Cnc|
40888|Theta Cha|
40945||w Pup
41003|Eta Vol|
41037|Epsilon Car|Avior
41039||B Vel
41067|22 Pup|
41075|31 Lyn|
41117|20 Cnc|d1 Cnc
41163|21 Cnc|
41211|1 Hya|
41307||C Hya
41312|Beta Vol|
41319|25 Cnc|d2 Cnc
41375|2 Hya|
41377|Phi1 Cnc|
41389|24 Cnc|
41400|27 Cnc|
41404|Phi2 Cnc|
